CASE;QUESTNNR;MODE;STARTED;GR01_01;GR01_02;GR01_03;GR01_04;GR01_05;GR01_06;GR01_07;IN03;IV01_01;IV04_01;IV04_02;IV03_01;SC04_01;SC04_02;SC05_01;SC05_02;SC06_01;SC06_02;SC07_01;SC07_02;SC08_01;SC08_02;SC09_01;SC09_02;SC10_01;SC10_02;SC11_01;SC11_02;SC12_01;SC12_02;SC13_01;SC13_02;TIME001;TIME002;TIME003;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;Age;Sex
1038;short;interview;11.12.2023 17:12;5;5;5;4;2;4;5;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;8;NA;NA;NA;NA;NA;NA;10;16;NA;75;33;8;NA;NA;NA;NA;142;NA;11.12.2023 17:15;1;0;7;7;0;0;0,58;23;Female
46;long;interview;09.12.2023 14:51;4;4;4;2;4;1;1;1;greedfirst;sc2sc1sc4sc3random2;SC09SC05SC12SC06;Small;NA;NA;11;11;1;1;NA;NA;NA;NA;9;10;NA;NA;4;4;1;1;NA;NA;9;7;28;26;16;24;17;21;NA;22;170;NA;09.12.2023 14:54;1;0;11;11;0;0;1,04;52;Female
248;long;interview;09.12.2023 15:35;3;2;2;4;3;2;2;1;greedlast;sc2sc1sc3sc4random2;SC09SC13SC06SC04;Large;7;8;NA;NA;9;3;NA;NA;NA;NA;8;8;1;3;NA;NA;NA;NA;9;9;6;5;NA;58;28;105;35;20;32;4;293;NA;09.12.2023 15:40;1;0;11;11;0;0;1;35;Male
1101;short;interview;11.12.2023 17:20;3;3;1;4;2;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;7;NA;NA;NA;NA;8;9;50;28;NA;25;NA;NA;NA;NA;120;NA;11.12.2023 17:22;1;0;7;7;0;0;0,65;30;Female
52;long;interview;09.12.2023 14:56;1;1;1;1;1;1;1;1;greedlast;sc1sc3sc2sc4random2;SC09SC05SC12SC06;Small;NA;NA;7;7;2;2;NA;NA;NA;NA;8;8;NA;NA;8;8;1;1;NA;NA;14;9;NA;37;41;25;23;25;51;18;243;NA;09.12.2023 15:00;1;0;11;11;0;0;0,73;60;Male
792;short;interview;11.12.2023 16:37;3;2;4;3;3;4;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;7;NA;NA;NA;NA;NA;NA;8;6;NA;41;32;5;NA;NA;NA;NA;92;NA;11.12.2023 16:38;1;0;7;7;0;0;0,88;60;Female
323;long;interview;09.12.2023 15:46;3;2;4;3;3;2;3;1;greedlast;sc1sc2sc4sc3random2;SC13SC09SC04SC06;Large;8;8;NA;NA;6;5;NA;NA;NA;NA;7;6;4;6;NA;NA;NA;NA;10;8;6;5;NA;25;30;69;26;16;35;9;221;NA;09.12.2023 15:50;1;0;11;11;0;0;1;20;Female
935;short;interview;11.12.2023 16:58;3;1;4;2;1;4;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;NA;NA;NA;NA;9;10;NA;68;48;7;NA;NA;NA;NA;142;NA;11.12.2023 17:00;1;0;7;7;0;0;0,62;44;Female
1066;short;interview;11.12.2023 17:17;2;1;2;3;2;2;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;7;NA;NA;NA;NA;6;4;24;23;NA;3;NA;NA;NA;NA;60;NA;11.12.2023 17:18;1;0;7;7;0;0;1,37;37;Male
316;long;interview;09.12.2023 15:46;4;4;5;4;4;4;3;1;greedlast;sc1sc3sc4sc2random2;SC07SC05SC12SC08;Large;NA;NA;10;10;NA;NA;11;6;9;9;NA;NA;9;9;NA;NA;1;1;NA;NA;13;5;NA;29;24;234;23;26;22;11;177;NA;09.12.2023 15:52;1;0;11;11;0;0;0,88;70;Female
915;short;interview;11.12.2023 16:55;2;2;3;3;2;2;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;NA;NA;NA;NA;NA;NA;16;6;58;41;NA;39;NA;NA;NA;NA;160;NA;11.12.2023 16:58;1;0;7;7;0;0;0,52;65;Male
429;long;interview;09.12.2023 16:01;4;2;4;2;2;2;4;1;greedfirst;sc1sc3sc4sc2random2;SC13SC05SC08SC06;Large;NA;NA;10;9;8;5;NA;NA;7;8;NA;NA;5;5;NA;NA;NA;NA;7;7;10;5;79;43;39;44;51;44;NA;18;333;NA;09.12.2023 16:06;1;0;11;11;0;0;0,64;44;Female
291;long;interview;09.12.2023 15:43;5;5;5;3;3;3;3;1;greedlast;sc4sc1sc3sc2random2;SC05SC13SC06SC08;Small;NA;NA;8;11;8;11;NA;NA;4;9;NA;NA;NA;NA;2;2;NA;NA;3;5;18;8;NA;70;75;23;53;58;39;5;349;NA;09.12.2023 15:49;1;0;11;11;0;0;0,7;65;Female
391;long;interview;09.12.2023 15:55;2;1;4;1;1;1;1;1;greedlast;sc1sc4sc3sc2random2;SC07SC09SC04SC12;Small;2;2;NA;NA;NA;NA;2;2;NA;NA;2;2;NA;NA;1;2;5;5;NA;NA;4;3;NA;20;16;4;9;6;50;2;114;NA;09.12.2023 15:57;1;0;11;11;0;0;2,13;75;Male
245;long;interview;09.12.2023 15:35;3;2;3;2;1;2;2;1;greedlast;sc3sc1sc2sc4random2;SC05SC07SC12SC08;Large;NA;NA;7;5;NA;NA;6;8;6;4;NA;NA;8;7;NA;NA;6;8;NA;NA;8;6;NA;33;15;9;16;15;50;12;164;NA;09.12.2023 15:38;1;0;11;11;0;0;1,27;34;Male
1239;short;interview;11.12.2023 17:28;5;5;5;4;4;5;5;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;9;NA;NA;NA;NA;29;72;71;64;NA;73;NA;NA;NA;NA;175;NA;11.12.2023 17:33;1;0;7;7;0;0;0,25;43;Female
478;long;interview;09.12.2023 16:07;1;1;1;1;1;1;1;1;greedlast;sc3sc4sc1sc2random2;SC07SC05SC12SC08;Small;NA;NA;8;8;NA;NA;7;6;4;7;NA;NA;NA;NA;8;6;4;8;NA;NA;13;12;NA;62;24;19;18;21;24;6;199;NA;09.12.2023 16:10;1;0;11;11;0;0;0,98;29;Female
916;short;interview;11.12.2023 16:55;4;3;4;3;2;3;3;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;9;NA;NA;NA;NA;10;11;42;19;NA;12;NA;NA;NA;NA;94;NA;11.12.2023 16:57;1;0;7;7;0;0;0,76;54;Female
33;long;interview;09.12.2023 14:43;3;2;2;2;2;2;2;1;greedlast;sc2sc1sc3sc4random2;SC07SC13SC08SC04;Large;7;7;NA;NA;NA;NA;7;7;7;7;NA;NA;7;7;NA;NA;NA;NA;7;7;5;3;NA;14;14;10;8;5;15;3;77;NA;09.12.2023 14:45;1;0;11;11;0;0;2,29;34;Male
746;short;interview;11.12.2023 16:24;4;4;4;2;3;4;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;3;6;27;61;NA;12;NA;NA;NA;NA;109;NA;11.12.2023 16:26;1;0;7;7;0;0;1,04;25;Female
69;long;interview;09.12.2023 15:08;4;2;2;4;3;2;2;1;greedlast;sc2sc1sc4sc3random2;SC09SC05SC06SC12;Small;NA;NA;9;9;7;7;NA;NA;NA;NA;8;8;NA;NA;2;4;1;1;NA;NA;7;3;NA;36;63;24;12;26;24;15;210;NA;09.12.2023 15:12;1;0;11;11;0;0;1,1;37;Female
51;long;interview;09.12.2023 14:55;3;2;4;3;3;1;2;1;greedlast;sc2sc1sc3sc4random2;SC07SC09SC12SC04;Small;2;3;NA;NA;NA;NA;4;5;NA;NA;2;4;NA;NA;3;5;2;2;NA;NA;6;6;NA;27;20;22;21;23;24;5;154;NA;09.12.2023 14:58;1;0;11;11;0;0;1,2;25;Female
697;short;interview;11.12.2023 15:56;4;4;3;4;3;3;3;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;NA;NA;11;15;76;43;NA;15;NA;NA;NA;NA;160;NA;11.12.2023 15:58;1;0;7;7;0;0;0,48;40;Female
753;short;interview;11.12.2023 16:25;2;2;5;2;2;2;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;NA;NA;NA;NA;13;9;NA;32;36;6;NA;NA;NA;NA;96;NA;11.12.2023 16:27;1;0;7;7;0;0;0,74;60;Female
295;long;interview;09.12.2023 15:44;3;2;3;3;2;2;2;1;greedfirst;sc1sc3sc4sc2random2;SC07SC09SC04SC12;Large;6;8;NA;NA;NA;NA;8;9;NA;NA;7;7;4;6;NA;NA;3;4;NA;NA;5;3;41;24;24;20;19;16;NA;9;161;NA;09.12.2023 15:46;1;0;11;11;0;0;1,27;37;Male
483;long;interview;09.12.2023 16:07;1;1;1;1;1;1;1;1;greedlast;sc3sc1sc2sc4random2;SC07SC13SC04SC08;Small;1;1;NA;NA;NA;NA;9;8;1;6;NA;NA;NA;NA;6;4;NA;NA;10;9;10;6;NA;33;36;31;27;35;33;27;238;NA;09.12.2023 16:11;1;0;11;11;0;0;0,76;69;Male
547;long;interview;09.12.2023 16:13;1;1;1;2;1;1;1;1;greedlast;sc3sc4sc1sc2random2;SC05SC13SC08SC06;Large;NA;NA;1;4;1;2;NA;NA;3;2;NA;NA;1;4;NA;NA;NA;NA;1;1;50;3;NA;23;14;70;25;18;14;6;181;NA;09.12.2023 16:17;1;0;11;11;0;0;1,24;40;Female
279;long;interview;09.12.2023 15:41;4;2;4;4;2;2;2;1;greedfirst;sc1sc2sc3sc4random2;SC05SC13SC06SC08;Small;NA;NA;9;10;7;8;NA;NA;6;8;NA;NA;NA;NA;5;6;NA;NA;8;9;15;8;36;46;38;25;25;36;NA;16;245;NA;09.12.2023 15:45;1;0;11;11;0;0;0,72;73;Male
945;short;interview;11.12.2023 17:00;5;5;5;3;4;4;4;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;8;NA;NA;NA;NA;NA;NA;10;6;NA;31;43;5;NA;NA;NA;NA;95;NA;11.12.2023 17:01;1;0;7;7;0;0;0,85;39;Male
45;long;interview;09.12.2023 14:50;4;2;1;2;2;1;1;1;greedlast;sc2sc4sc1sc3random2;SC05SC13SC08SC06;Large;NA;NA;9;7;5;4;NA;NA;7;3;NA;NA;1;4;NA;NA;NA;NA;10;10;8;12;NA;49;22;28;34;19;31;16;219;NA;09.12.2023 14:54;1;0;11;11;0;0;0,82;27;Female
539;long;interview;09.12.2023 16:13;2;2;5;2;2;2;2;1;greedlast;sc1sc3sc4sc2random2;SC05SC13SC08SC06;Small;NA;NA;8;8;2;3;NA;NA;3;8;NA;NA;NA;NA;4;8;NA;NA;9;8;4;4;NA;21;20;21;28;17;42;13;170;NA;09.12.2023 16:15;1;0;11;11;0;0;1,2;42;Male
345;long;interview;09.12.2023 15:50;2;2;4;2;2;1;1;1;greedlast;sc1sc3sc4sc2random2;SC13SC05SC06SC08;Small;NA;NA;10;10;3;4;NA;NA;1;3;NA;NA;NA;NA;9;9;NA;NA;10;10;13;6;NA;36;30;48;29;38;37;23;260;NA;09.12.2023 15:54;1;0;11;11;0;0;0,7;60;Female
403;long;interview;09.12.2023 15:57;4;4;2;4;4;2;2;1;greedfirst;sc1sc2sc3sc4random2;SC07SC13SC04SC08;Small;6;8;NA;NA;NA;NA;10;10;3;7;NA;NA;NA;NA;4;7;NA;NA;3;4;3;3;81;26;40;22;24;29;NA;5;233;NA;09.12.2023 16:01;1;0;11;11;0;0;1,28;30;Female
937;short;interview;11.12.2023 16:58;3;3;2;2;2;2;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;5;4;NA;18;23;4;NA;NA;NA;NA;54;NA;11.12.2023 16:59;1;0;7;7;0;0;1,37;21;Female
431;long;interview;09.12.2023 16:01;1;1;2;1;1;1;1;1;greedlast;sc3sc4sc2sc1random2;SC05SC09SC06SC12;Small;NA;NA;9;7;8;7;NA;NA;NA;NA;3;4;NA;NA;4;5;1;1;NA;NA;7;5;NA;40;44;35;44;38;53;23;289;NA;09.12.2023 16:06;1;0;11;11;0;0;0,71;63;Female
889;short;interview;11.12.2023 16:52;2;2;4;4;4;2;4;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;11;NA;NA;NA;NA;5;5;31;31;NA;8;NA;NA;NA;NA;80;NA;11.12.2023 16:54;1;0;7;7;0;0;1;29;Male
443;long;interview;09.12.2023 16:03;5;3;5;3;5;5;5;1;greedfirst;sc3sc2sc1sc4random2;SC09SC13SC04SC06;Small;3;1;NA;NA;5;3;NA;NA;NA;NA;4;4;NA;NA;6;5;NA;NA;7;6;3;3;16;13;12;11;11;10;NA;4;83;NA;09.12.2023 16:04;1;0;11;11;0;0;2,19;33;Female
931;short;interview;11.12.2023 16:57;1;1;1;5;5;5;5;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;11;NA;NA;NA;NA;NA;NA;18;9;55;53;NA;18;NA;NA;NA;NA;153;NA;11.12.2023 17:00;1;0;7;7;0;0;0,47;61;Male
415;long;interview;09.12.2023 15:58;3;2;2;3;2;2;2;1;greedlast;sc3sc4sc1sc2random2;SC09SC13SC04SC06;Large;8;8;NA;NA;8;9;NA;NA;NA;NA;5;8;8;5;NA;NA;NA;NA;8;7;6;7;NA;40;5;7;7;5;33;2;112;NA;09.12.2023 16:00;1;0;11;11;0;0;2,09;33;Male
292;long;interview;09.12.2023 15:43;4;3;2;3;3;2;1;1;greedfirst;sc4sc1sc2sc3random2;SC05SC07SC12SC08;Small;NA;NA;7;6;NA;NA;7;5;4;1;NA;NA;NA;NA;4;3;3;1;NA;NA;19;74;315;148;31;79;36;50;NA;6;405;NA;09.12.2023 15:56;1;0;11;11;0;0;0,5;30;Female
232;long;interview;09.12.2023 15:32;4;2;5;2;2;2;1;1;greedfirst;sc4sc3sc1sc2random2;SC13SC07SC04SC08;Small;6;6;NA;NA;NA;NA;11;9;6;8;NA;NA;NA;NA;8;6;NA;NA;1;6;16;21;40;42;35;28;44;25;NA;24;275;NA;09.12.2023 15:37;1;0;11;11;0;0;0,63;65;Female
368;long;interview;09.12.2023 15:52;4;4;3;2;2;1;1;1;greedlast;sc3sc1sc2sc4random2;SC13SC09SC06SC04;Large;10;9;NA;NA;3;1;NA;NA;NA;NA;10;8;7;8;NA;NA;NA;NA;3;4;11;24;NA;40;49;40;25;41;72;21;323;NA;09.12.2023 15:57;1;0;11;11;0;0;0,57;51;Female
512;long;interview;09.12.2023 16:10;5;3;4;5;4;5;4;1;greedlast;sc2sc3sc4sc1random2;SC09SC13SC04SC06;Large;9;8;NA;NA;7;10;NA;NA;NA;NA;10;9;10;7;NA;NA;NA;NA;9;9;24;8;NA;19;7;9;11;8;23;5;114;NA;09.12.2023 16:12;1;0;11;11;0;0;1,82;29;Male
888;short;interview;11.12.2023 16:52;3;2;2;2;2;2;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;9;NA;NA;NA;NA;NA;NA;10;8;NA;34;35;23;NA;NA;NA;NA;110;NA;11.12.2023 16:54;1;0;7;7;0;0;0,63;51;Female
953;short;interview;11.12.2023 17:01;2;2;3;2;2;3;4;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;7;NA;NA;NA;NA;NA;NA;27;20;54;11;NA;8;NA;NA;NA;NA;120;NA;11.12.2023 17:03;1;0;7;7;0;0;0,87;69;Female
1200;short;interview;11.12.2023 17:26;2;1;2;2;1;4;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;8;NA;NA;NA;NA;NA;NA;7;5;NA;47;86;8;NA;NA;NA;NA;153;NA;11.12.2023 17:29;1;0;7;7;0;0;0,73;41;Male
466;long;interview;09.12.2023 16:05;3;1;4;3;2;4;5;1;greedlast;sc2sc3sc4sc1random2;SC07SC13SC08SC04;Large;3;8;NA;NA;NA;NA;6;4;6;9;NA;NA;10;8;NA;NA;NA;NA;9;9;5;4;NA;6;5;4;4;7;13;3;51;NA;09.12.2023 16:06;1;0;11;11;0;0;2,58;63;Male
978;short;interview;11.12.2023 17:06;5;5;5;4;3;4;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;4;5;20;15;NA;8;NA;NA;NA;NA;52;NA;11.12.2023 17:07;1;0;7;7;0;0;1,36;31;Male
426;long;interview;09.12.2023 15:59;4;1;4;5;4;3;4;1;greedfirst;sc3sc4sc2sc1random2;SC13SC07SC08SC04;Large;3;9;NA;NA;NA;NA;4;5;5;10;NA;NA;7;6;NA;NA;NA;NA;8;8;20;8;33;102;30;28;51;35;NA;7;314;NA;09.12.2023 16:05;1;0;11;11;0;0;0,71;57;Male
176;long;interview;09.12.2023 15:17;3;1;1;3;3;2;1;1;greedfirst;sc3sc2sc4sc1random2;SC13SC07SC04SC08;Large;3;4;NA;NA;NA;NA;3;5;5;4;NA;NA;5;4;NA;NA;NA;NA;6;4;5;12;74;20;25;15;11;22;NA;9;193;NA;09.12.2023 15:20;1;0;11;11;0;0;1,2;67;Male
66;long;interview;09.12.2023 15:07;4;4;4;3;3;2;2;1;greedfirst;sc4sc1sc2sc3random2;SC05SC13SC08SC06;Small;NA;NA;9;10;7;8;NA;NA;7;8;NA;NA;NA;NA;8;8;NA;NA;10;10;10;10;37;36;23;24;24;35;NA;19;218;NA;09.12.2023 15:11;1;0;11;11;0;0;0,8;55;Female
545;long;interview;09.12.2023 16:13;2;2;2;3;2;1;1;1;greedlast;sc3sc2sc1sc4random2;SC07SC05SC08SC12;Small;NA;NA;9;9;NA;NA;10;9;6;7;NA;NA;NA;NA;9;9;1;3;NA;NA;13;7;NA;56;29;25;45;33;54;26;288;NA;09.12.2023 16:18;1;0;11;11;0;0;0,65;43;Female
1055;short;interview;11.12.2023 17:16;4;4;2;4;5;3;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;6;NA;NA;NA;NA;NA;NA;6;8;30;39;NA;6;NA;NA;NA;NA;89;NA;11.12.2023 17:17;1;0;7;7;0;0;0,9;20;Female
1137;short;interview;11.12.2023 17:22;2;1;3;2;3;2;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;7;NA;NA;NA;NA;4;130;NA;166;57;105;NA;NA;NA;NA;100;NA;11.12.2023 17:30;1;0;7;7;0;0;0,49;71;Female
715;short;interview;11.12.2023 16:08;2;2;3;2;3;2;3;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;7;NA;NA;NA;NA;6;9;16;17;NA;52;NA;NA;NA;NA;54;NA;11.12.2023 16:10;1;0;7;7;0;0;1,06;71;Male
1132;short;interview;11.12.2023 17:22;2;2;1;3;1;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;NA;NA;6;4;27;24;NA;28;NA;NA;NA;NA;89;NA;11.12.2023 17:23;1;0;7;7;0;0;0,97;33;Female
590;long;interview;09.12.2023 16:18;2;2;1;4;1;1;1;1;greedfirst;sc1sc3sc4sc2random2;SC07SC13SC08SC04;Small;8;11;NA;NA;NA;NA;9;7;1;3;NA;NA;NA;NA;3;7;NA;NA;11;11;2;3;36;29;21;29;30;19;NA;9;178;NA;09.12.2023 16:21;1;0;11;11;0;0;1,32;29;Female
449;long;interview;09.12.2023 16:03;5;4;5;5;5;5;5;1;greedfirst;sc2sc3sc1sc4random2;SC05SC07SC08SC12;Large;NA;NA;11;11;NA;NA;11;11;9;9;NA;NA;4;3;NA;NA;1;1;NA;NA;8;5;20;33;21;21;26;21;NA;13;168;NA;09.12.2023 16:06;1;0;11;11;0;0;1,06;42;Female
1226;short;interview;11.12.2023 17:27;3;2;2;2;1;3;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;9;NA;NA;NA;NA;21;48;NA;42;47;34;NA;NA;NA;NA;149;NA;11.12.2023 17:31;1;0;7;7;0;0;0,37;43;Female
594;long;interview;09.12.2023 16:18;3;2;2;2;3;2;2;1;greedlast;sc4sc3sc1sc2random2;SC13SC07SC08SC04;Large;7;6;NA;NA;NA;NA;8;6;4;6;NA;NA;5;5;NA;NA;NA;NA;8;8;8;7;NA;32;19;28;26;27;30;12;189;NA;09.12.2023 16:21;1;0;11;11;0;0;0,92;62;Female
39;long;interview;09.12.2023 14:48;3;1;1;4;3;3;3;1;greedlast;sc1sc3sc4sc2random2;SC05SC13SC06SC08;Large;NA;NA;5;3;7;3;NA;NA;7;3;NA;NA;4;6;NA;NA;NA;NA;8;5;30;16;NA;37;68;18;58;40;130;22;419;NA;09.12.2023 14:55;1;0;11;11;0;0;0,53;72;Female
620;long;interview;09.12.2023 16:20;3;1;3;1;1;1;1;1;greedlast;sc4sc3sc2sc1random2;SC13SC05SC06SC08;Large;NA;NA;9;9;4;4;NA;NA;1;1;NA;NA;1;6;NA;NA;NA;NA;4;4;11;13;NA;47;26;23;33;108;41;21;323;NA;09.12.2023 16:25;1;0;11;11;0;0;0,64;69;Female
440;long;interview;09.12.2023 16:02;2;1;4;5;2;1;1;1;greedlast;sc3sc2sc1sc4random2;SC07SC05SC08SC12;Small;NA;NA;4;5;NA;NA;1;2;3;3;NA;NA;NA;NA;1;4;3;2;NA;NA;10;5;NA;48;38;20;60;41;40;4;266;NA;09.12.2023 16:07;1;0;11;11;0;0;0,93;60;Female
452;long;interview;09.12.2023 16:03;2;1;3;2;1;2;2;1;greedlast;sc2sc3sc4sc1random2;SC13SC05SC08SC06;Small;NA;NA;8;7;5;7;NA;NA;4;4;NA;NA;NA;NA;5;8;NA;NA;1;1;20;12;NA;48;28;99;34;56;53;16;366;NA;09.12.2023 16:09;1;0;11;11;0;0;0,53;38;Female
1068;short;interview;11.12.2023 17:17;3;2;4;2;2;2;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;9;NA;NA;NA;NA;NA;NA;11;6;42;32;NA;22;NA;NA;NA;NA;113;NA;11.12.2023 17:19;1;0;7;7;0;0;0,66;69;Female
211;long;interview;09.12.2023 15:26;2;1;1;1;1;1;1;1;greedfirst;sc2sc4sc3sc1random2;SC13SC07SC04SC08;Large;4;8;NA;NA;NA;NA;10;10;1;4;NA;NA;1;4;NA;NA;NA;NA;11;11;5;7;18;20;57;15;12;16;NA;12;162;NA;09.12.2023 15:29;1;0;11;11;0;0;1,31;50;Female
1165;short;interview;11.12.2023 17:24;1;1;3;1;1;1;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;16;43;NA;55;34;34;NA;NA;NA;NA;144;NA;11.12.2023 17:27;1;0;7;7;0;0;0,4;64;Female
1090;short;interview;11.12.2023 17:19;1;1;1;2;1;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;NA;NA;NA;NA;24;9;36;23;NA;7;NA;NA;NA;NA;99;NA;11.12.2023 17:20;1;0;7;7;0;0;0,75;34;Female
554;long;interview;09.12.2023 16:14;4;1;3;4;1;1;1;1;greedlast;sc1sc2sc4sc3random2;SC05SC09SC12SC06;Large;NA;NA;10;10;8;10;NA;NA;NA;NA;9;11;6;7;NA;NA;11;11;NA;NA;15;8;NA;46;26;64;40;77;66;14;356;NA;09.12.2023 16:20;1;0;11;11;0;0;0,57;53;Female
192;long;interview;09.12.2023 15:22;4;4;2;4;2;2;2;1;greedlast;sc1sc3sc2sc4random2;SC09SC07SC12SC04;Small;8;10;NA;NA;NA;NA;9;8;NA;NA;10;9;NA;NA;3;7;2;5;NA;NA;70;15;NA;37;32;32;38;65;40;16;283;NA;09.12.2023 15:28;1;0;11;11;0;0;0,56;31;Female
413;long;interview;09.12.2023 15:58;4;4;4;4;4;4;4;1;greedfirst;sc2sc1sc3sc4random2;SC13SC07SC04SC08;Large;3;5;NA;NA;NA;NA;7;4;3;3;NA;NA;5;6;NA;NA;NA;NA;5;4;3;7;14;12;11;12;11;10;NA;10;90;NA;09.12.2023 16:00;1;0;11;11;0;0;1,97;34;Female
304;long;interview;09.12.2023 15:45;4;4;1;4;2;2;3;1;greedlast;sc4sc2sc3sc1random2;SC13SC09SC06SC04;Large;8;6;NA;NA;6;3;NA;NA;NA;NA;8;7;6;9;NA;NA;NA;NA;10;9;5;6;NA;144;22;42;29;81;54;3;386;NA;09.12.2023 15:51;1;0;11;11;0;0;1;18;Female
1118;short;interview;11.12.2023 17:20;4;4;3;5;4;2;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;NA;NA;NA;NA;NA;NA;9;7;40;61;NA;16;NA;NA;NA;NA;133;NA;11.12.2023 17:23;1;0;7;7;0;0;0,61;38;Female
293;long;interview;09.12.2023 15:43;2;2;1;1;1;1;2;1;greedlast;sc2sc3sc4sc1random2;SC09SC07SC04SC12;Large;1;4;NA;NA;NA;NA;10;10;NA;NA;9;9;4;8;NA;NA;1;1;NA;NA;7;21;NA;65;21;28;23;39;33;4;241;NA;09.12.2023 15:48;1;0;11;11;0;0;0,95;23;Female
77;long;interview;09.12.2023 15:13;4;4;3;5;4;2;2;1;greedfirst;sc2sc1sc4sc3random2;SC07SC05SC08SC12;Large;NA;NA;10;8;NA;NA;9;6;2;4;NA;NA;4;6;NA;NA;1;3;NA;NA;5;9;23;26;11;14;13;11;NA;67;121;NA;09.12.2023 15:16;1;0;11;11;0;0;1,4;20;Female
557;long;interview;09.12.2023 16:14;3;1;2;1;1;1;1;1;greedlast;sc4sc2sc3sc1random2;SC13SC09SC06SC04;Large;11;6;NA;NA;3;8;NA;NA;NA;NA;4;4;4;3;NA;NA;NA;NA;6;5;9;3;NA;19;12;20;18;20;16;4;121;NA;09.12.2023 16:16;1;0;11;11;0;0;1,56;27;Female
1103;short;interview;11.12.2023 17:20;5;3;5;5;3;5;3;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;8;NA;NA;NA;NA;8;6;NA;8;18;2;NA;NA;NA;NA;42;NA;11.12.2023 17:20;1;0;7;7;0;0;1,83;27;Female
301;long;interview;09.12.2023 15:44;4;4;4;2;3;2;2;1;greedfirst;sc1sc3sc4sc2random2;SC05SC09SC12SC06;Small;NA;NA;3;4;3;3;NA;NA;NA;NA;4;3;NA;NA;1;4;1;3;NA;NA;6;2;27;42;20;52;39;24;NA;12;224;NA;09.12.2023 15:48;1;0;11;11;0;0;1,12;26;Male
